General Statistics: 
>R013797        453
>R013798        487
>R013799        488
>R013800        538
>R013801        439
>R013802        537
>R013803        380
>R013804        507
>R013805        481
>R013806        478
>R013807        436
>R013808        401
>R013809        453
>R013810        431
>R013811        442
>R013812        504
>R013813        407
>R013814        440
>R013815        521
>R013816        518
>R013817        467
>R013818        418
>R013819        474
>R013820        515
>R013821        516
>R013822        429
>R013823        480
>R013824        468
>R013825        446
>R013826        383
>R013827        443
>R013828        405
>R013829        465
>R013830        446
>R013831        474
>R013832        331
>R013833        462
>R013834        437
>R013835        416
>R013836        406
>R013837        509
>R013838        501
>R013839        413
>R013840        480
>R013841        531
>R013842        602
>R013843        490
>R013844        491
>R013845        456
>R013846        445
>R013847        580
>R013848        592
>R013849        442
>R013850        481
>R013851        461
>R013852        496
>R013853        340
>R013854        398
>R013855        597
>R013856        493
>R013857        332
>R013858        487
>R013859        449
>R013860        324
>R013861        368
>R013862        495
>R013863        439
>R013864        391
>R013865        417
>R013866        445
>R013867        440
>R013868        436
>R013869        481
>R013870        483
>R013871        444
>R013872        466
>R013873        461
>R013874        454
>R013875        485
>R013876        474
>R013877        500
>R013878        456
>R013879        449
>R013880        443
>R013881        365
>R013882        390
>R013883        539
>R013884        527
>R013885        501
>R013886        487
>R013887        455
>R013888        383
>R013889        400
>R013890        404
>R013891        458
>R013892        437
>R013893        571
>R013894        436
>R013895        388
>R013896        482
>R013897        552
>R013898        497
>R013899        533
>R013900        512
>R013901        408
>R013902        508
>R013903        458
>R013904        427
>R013905        421
>R013906        444
>R013907        445
>R013908        468
>R013909        483
>R013910        323
>R013911        538
>R013912        480
>R013913        384
>R013914        479
>R013915        489
>R013916        359
>R013917        342
>R013918        494
>R013919        558
>R013920        459
>R013921        425
>R013922        572
>R013923        469
>R013924        400
>R013925        374
>R013926        429
>R013927        499
>R013928        471
>R013929        448
>R013930        449
>R013931        433
>R013932        564
>R013933        427
>R013934        426
>R013935        449
>R013936        473
>R013937        517
>R013938        562
>R013939        573
>R013940        492
>R013941        463
>R013942        475
>R013943        452
>R013944        413
>R013945        455
>R013946        329
>R013947        480
>R013948        444
>R013949        530
>R013950        428
>R013951        476
>R013952        363
>R013954        497
>R013955        454
>R013956        417
>R013957        472
>R013958        510
>R013959        468
>R013960        477
>R013961        453
>R013962        460
>R013963        408
>R013964        463
>R013965        494
>R013966        490
>R013967        496
>R013968        472
>R013969        381
>R013970        443
>R013971        456
>R013972        451
>R013973        437
>R013974        89
>R013975        484
>R013976        448
>R013977        474
>R013978        538
>R013979        537
>R013980        384
>R013981        440
>R013982        389
>R013984        382
>R013985        485
>R013986        412
>R013987        421
>R013988        346
>R013989        523
>R013990        358
>R013991        511
>R013992        440
>R013993        415
>R013994        457
>R013995        431
>R013996        433
>R013997        523
>R013998        556
>R013999        436
>R014000        562
>R014001        477
>R014002        369
>R014003        438
>R014004        344
>R014005        457
>R014006        457
>R014007        458
>R014008        447
>R014009        489
>R014010        442
>R014011        523
>R014012        450
>R014013        447
>R014014        415
>R014015        460
>R014016        389
>R014017        341
>R014018        400
>R014019        462
>R014020        449
>R014021        484
>R014022        459
>R014023        288
>R014024        546
>R014025        483
>R014026        452
>R014027        435
>R014028        388
>R014029        444
>R014030        378
>R014031        460
>R014032        451
>R014033        481
>R014034        444
>R014035        472
>R014036        514
>R014037        538
>R014038        450
>R014039        477
>R014040        379
>R014041        456
>R014042        511
>R014043        524
>R014044        504
>R014045        503
>R014046        437
>R014047        436
>R014048        481
>R014049        501
>R014050        380
>R014051        446
>R014052        508
>R014053        521
>R014054        455
>R014055        368
>R014056        374
>R014057        483
>R014058        400
>R014059        421
>R014060        326
>R014061        455
>R014062        532
>R014063        483
>R014064        401
>R014065        438
>R014066        499
>R014067        549
>R014068        512
>R014069        552
>R014070        471
>R014071        463
>R014072        460
>R014073        458
>R014074        493
>R014075        519
>R014076        463
>R014077        417
>R014078        526
>R014079        454
>R014080        525
>R014081        531
>R014082        417
>R014083        523
>R014084        369
>R014085        171
>R014086        433
>R014087        447
>R014088        502
>R014089        431
>R014090        456
>R014091        526
>R014092        421
>R014093        489
>R014094        383
>R014095        440
>R014096        533
>R014097        533
>R014098        460
>R014099        471
>R014100        422
>R014101        431
>R014102        543
>R014103        323
>R014104        407
>R014105        427
>R014106        492
>R014107        488
>R014108        393
>R014109        506
>R014110        394
>R014111        454
>R014112        477
>R014113        444
>R014114        458
>R014115        401
>R014116        431
>R014117        466
>R014118        487
>R014119        449
>R014120        409
>R014121        418
>R014122        543
>R014123        475
>R014124        413
>R014125        471
>R014126        537
>R014127        575
>R014128        507
>R014129        483
>R014130        370
>R014131        405
>R014132        471
>R014133        414
>R014134        500
>R014135        435
>R014136        413
>R014137        446
>R014138        387
>R014139        555
>R014140        309
>R014141        493
>R014142        478
>R014144        483
>R014145        330
>R014146        484
>R014147        468
>R014148        338
>R014149        519
>R014151        456
>R014152        461
>R014153        431
>R014154        404
>R014155        406
>R014156        513
>R014157        504
>R014158        537
>R014159        469
>R014160        565
>R014161        456
>R014162        454
>R014163        488
>R014164        425
>R014165        489
>R014166        451
>R014167        473
>R014168        431
>R014169        429
>R014170        357
>R014171        464
>R014172        477
>R014173        458
>R014174        483
>R014175        469
>R014176        489
>R014177        479
>R014178        364
>R014179        411
>R014180        429
>R014181        466
>R014182        301
>R014183        462
>R014184        419
>R014185        471
>R014186        455
>R014187        496
>R014188        485
>R014189        527
>R014190        504
>R014191        504
>R014192        441
>R014193        454
>R014194        444
>R014195        472
>R014196        396
>R014197        458
>R014198        429
>R014200        447
>R014201        426
>R014202        399
>R014203        507
>R014204        439
>R014205        336
>R014206        488
>R014207        461
>R014208        541
>R014209        488
>R014210        451
>R014211        473
>R014212        396
>R014213        473
>R014214        428
>R014215        407
>R014216        511
>R014217        463
>R014218        432
>R014219        485
>R014220        447
>R014221        490
>R014222        441
>R014223        521
>R014224        562
>R014225        495
>R014226        441
>R014227        422
>R014228        316
>R014229        513
>R014230        500
>R014231        452
>R014232        401
>R014233        362
>R014234        515
>R014235        407
>R014236        439
>R014237        524
>R014238        403
>R014239        428
>R014240        463
>R014241        456
>R014242        433
>R014243        445
>R014244        371
>R014245        435
>R014246        453
>R014247        505
>R014248        554
>R014249        447
>R014250        469
>R014251        434
>R014252        451
>R014253        480
>R014254        459
>R014255        447
>R014256        444
>R014257        477
>R014258        420
>R014259        490
>R014260        429
>R014261        355
>R014262        495
>R014263        370
>R014264        506
>R014265        549
>R014266        552
>R014267        424
>R014268        413
>R014269        431
>R014270        457
>R014271        461
>R014272        574
>R014273        389
>R014274        532
>R014275        426
>R014277        496
>R014278        454
>R014279        486
>R014280        517
>R014281        410
>R014282        463
>R014283        527
>R014284        476
>R014285        463
>R014286        506
>R014287        447
>R014288        476
>R014289        348
>R014290        442
>R014291        517
>R014292        456
>R014293        476
>R014294        546
>R014295        383
>R014296        460
>R014297        430
>R014298        484
>R014299        444
>R014300        450
>R014301        510
>R014302        478
>R014303        434
>R014304        463
>R014305        404
>R014306        401
>R014307        396
>R014308        491
>R014309        501
>R014310        440
>R014311        502
>R014312        491
>R014313        508
>R014314        354
>R014315        449
>R014316        361
>R014317        408
>R014318        530
>R014319        653
>R014320        448
>R014321        479
>R014322        498
>R014323        411
>R014324        451
>R014325        466
>R014326        503
>R014327        456
>R014328        396
>R014329        528
>R014330        500
>R014331        477
>R014332        489
>R014333        488
>R014334        545
>R014335        329
>R014336        466
>R014337        435
>R014338        441
>R014339        515
>R014340        441
>R014341        450
>R014342        336
>R014343        441
>R014344        476
>R014345        514
>R014346        458
>R014347        444
>R014348        455
>R014349        576
>R014350        504
>R014352        541
>R014353        443
>R014354        489
>R014355        369
>R014356        506
>R014357        428
>R014358        483
>R014359        447
>R014360        500
>R014361        458
>R014362        89
>R014363        454
>R014364        455
>R014365        464
>R014366        418
>R014367        456
>R014368        410
>R014369        501
>R014370        447
>R014371        426
>R014372        89
>R014373        519
>R014374        471
>R014375        490
>R014376        471
>R014377        363
>R014378        433
>R014379        461
>R014380        517
>R014381        504
>R014382        322
>R014383        574
>R014384        514
>R014385        490
>R014386        484
>R014387        478
>R014388        455
>R014389        589
>R014390        421
>R014391        359
>R014392        424
>R014393        389
>R014394        470
>R014395        373
>R014396        306
>R014397        544
>R014398        478
>R014399        490
>R014400        492
>R014401        593
>R014402        542
>R014403        473
>R014404        545
>R014405        565
>R014406        467
>R014407        434
>R014408        480
>R014409        419
>R014410        428
>R014411        472
>R014412        537
>R014413        367
>R014414        318
>R014415        482
>R014416        529
>R014417        403
>R014418        497
>R014419        439
>R014420        386
>R014421        455
>R014422        419
>R014423        471
>R014424        481
>R014425        458
>R014426        499
>R014427        402
>R014428        453
>R014429        441
>R014430        451
>R014431        554
>R014433        392
>R014434        472
>R014435        479
>R014436        452
>R014437        482
>R014438        468
>R014439        469
>R014440        458
>R014442        445
>R014443        434
>R014444        480
>R014445        476
>R014446        473
>R014447        416
>R014448        407
>R014449        479
>R014450        433
>R014451        340
>R014452        387
>R014453        534
>R014454        461
>R014455        515
>R014456        483
>R014457        606
>R014458        466
>R014459        417
>R014460        407
>R014461        417
>R014462        434
>R014463        549
>R014464        437
>R014465        535
>R014466        512
>R014467        573
>R014468        447
>R014469        427
>R014470        423
>R014471        472
>R014472        452
>R014473        484
>R014474        517
>R014475        507
>R014476        526
>R014477        450
>R014478        472
>R014479        506
>R014480        549
>R014481        499
>R014482        393
>R014483        483
>R014484        567
>R014485        527
>R014486        411
>R014487        452
>R014488        464
>R014489        492
>R014490        480
>R014491        559
>R014492        488
>R014493        359
>R014494        618
>R014495        384
>R014496        451
>R014497        479
>R014498        424
>R014499        525
>R014500        349
>R014501        392
>R014502        500
>R014503        457
>R014504        424
>R014505        535
>R014506        528
>R014507        456
>R014508        370
>R014509        403
>R014510        505
>R014511        406
>R014512        493
>R014513        511
>R014514        477
>R014515        396
>R014516        431
>R014517        408
>R014518        515
>R014519        352
>R014520        485
>R014521        464
>R014522        566
>R014523        308
>R014524        317
>R014525        480
>R014526        424
>R014527        461
>R014528        470
>R014529        491
>R014530        464
>R014531        388
>R014532        460
>R014533        429
>R014534        489
>R014535        374
>R014536        555
>R014537        466
>R014538        362
>R014539        491
>R014540        409
>R014541        407
>R014542        308
>R014543        493
>R014544        582
>R014545        418
>R014546        384
>R014547        525
>R014548        487
>R014549        364
>R014550        517
>R014551        516
>R014552        445
>R014553        500
>R014554        437
>R014555        571
>R014556        473
>R014557        474
>R014558        502
>R014559        377
>R014560        408
>R014561        443
>R014562        367
>R014563        387
>R014564        419
>R014565        435
>R014566        451
>R014567        496
>R014568        393
>R014569        537
>R014570        516
>R014571        468
>R014572        563
>R014573        450
>R014574        531
>R014575        478
>R014576        476
>R014577        428
>R014578        424
>R014579        501
>R014580        547
>R014581        428
>R014582        487
>R014583        89
>R014584        356
>R014585        362
>R014586        528
>R014587        407
>R014588        602
>R014589        435
>R014590        382
>R014591        458
>R014592        437
>R014593        402
>R014594        554
>R014595        469
>R014596        387
>R014597        417
>R014598        460
>R014599        471
>R014600        496
>R014601        426
>R014602        523
>R014603        494
>R014604        474
>R014605        418
>R014606        403
>R014607        452
>R014608        456
>R014609        439
>R014610        472
>R014611        499
>R014612        482
>R014613        515
>R014614        483
>R014615        550
>R014616        480
>R014617        432
>R014618        473
>R014619        434
>R014620        423
>R014621        471
>R014622        532
>R014623        487
>R014624        286
>R014625        507
>R014626        428
>R014627        528
>R014628        448
>R014629        433
>R014630        332
>R014631        458
>R014632        502
>R014633        424
>R014634        425
>R014635        496
>R014636        565
>R014637        449
>R014638        501
>R014639        404
>R014640        460
>R014641        538
>R014642        419
>R014643        416
>R014644        387
>R014645        513
>R014646        573
>R014647        350
>R014648        409
>R014649        532
>R014650        408
>R014651        400
>R014652        457
>R014653        515
>R014654        443
>R014655        89
>R014656        388
>R014657        566
>R014658        448
>R014659        492
>R014660        387
>R014661        475
>R014662        275
>R014663        434
>R014664        480
>R014665        486
>R014666        505
>R014667        557
>R014668        432
>R014669        507
>R014670        707
>R014671        580
>R014672        421
>R014673        487
>R014674        488
>R014675        551
>R014676        461
>R014677        457
>R014678        442
>R014679        478
>R014680        514
>R014681        371
>R014682        358
>R014683        468
>R014684        372
>R014685        385
>R014686        320
>R014687        432
>R014688        491
>R014689        453
>R014690        461
>R014691        465
>R014692        406
>R014693        314
>R014695        443
>R014696        475
>R014697        247
>R014698        507
>R014699        427
>R014700        433
>R014701        448
>R014702        471
>R014703        505
>R014704        513
>R014705        432
>R014706        326
>R014707        500
>R014708        550
>R014709        503
>R014710        479
>R014711        443
>R014712        437
>R014713        451
>R014714        451
>R014715        545
>R014716        527
>R014717        447
>R014718        478
>R014719        539
>R014720        470
>R014721        508
>R014722        445
>R014723        430
>R014724        406
>R014725        551
>R014726        442
>R014727        497
>R014728        432
>R014729        442
>R014730        547
>R014731        414
>R014732        458
>R014733        417
>R014734        463
>R014735        551
>R014736        479
>R014737        458
>R014738        469
>R014739        465
>R014740        506
>R014741        521
>R014742        466
>R014743        328
>R014744        436
>R014745        497
>R014746        448
>R014747        532
>R014748        467
>R014749        496
>R014750        377
>R014751        583
>R014752        455
>R014753        514
>R014754        434
>R014755        352
>R014756        458
>R014757        489
>R014758        466
>R014759        558
>R014760        365
>R014761        380
>R014762        623
>R014763        525
>R014764        380
>R014765        89
>R014766        568
>R014767        567
>R014768        432
>R014769        331
>R014770        449
>R014771        437
>R014772        435
>R014773        533
>R014774        490
>R014775        504
>R014776        476
>R014777        433
>R014778        491
>R014779        483
>R014780        472
>R014781        550
>R014782        468
>R014783        384
>R014784        501
>R014785        319
>R014786        536
>R014787        488
>R014788        487
>R014789        459
>R014790        475
>R014791        412
>R014792        253
>R014793        398
>R014794        499
>R014795        417
>R014796        524
>R014797        479
>R014798        412
>R014799        379
>R014800        485
>R014801        440
>R014802        452
>R014803        417
>R014804        293
>R014805        558
>R014806        291
>R014807        493
>R014808        470
>R014809        306
>R014810        424
>R014811        473
>R014812        424
>R014813        435
>R014814        534
>R014815        447
>R014816        336
>R014817        479
>R014818        408
>R014819        431
>R014820        519
>R014821        401
>R014822        562
>R014823        455
>R014824        423
>R014825        584
>R014826        417
>R014827        446
>R014828        478
>R014829        432
>R014831        460
>R014832        514
>R014833        409
>R014834        482
>R014835        576
>R014836        365
>R014837        427
>R014838        533
>R014839        467
>R014840        487
>R014841        509
>R014842        439
>R014843        488
>R014844        487
>R014845        452
>R014846        518
>R014847        404
>R014848        441
>R014849        502
>R014850        527
>R014851        477
>R014852        597
>R014853        391
>R014854        496
>R014855        486
>R014856        388
>R014857        477
>R014858        488
>R014859        447
>R014860        535
>R014861        483
>R014862        516
>R014863        434
>R014864        436
>R014865        482
>R014866        438
>R014867        458
>R014868        324
>R014869        432
>R014870        565
>R014871        472
>R014872        369
>R014873        406
>R014874        494
>R014876        514
>R014877        462
>R014878        445
>R014879        495
>R014880        451
>R014881        554
>R014882        265
>R014883        492
>R014884        436
>R014885        491
>R014886        501
>R014887        538
>R014888        526
>R014889        551
>R014890        532
>R014891        412
>R014892        336
>R014893        612
>R014894        577
>R014895        422
>R014896        454
>R014897        447
>R014898        385
>R014899        492
>R014900        472
>R014901        457
>R014902        353
>R014903        474
>R014904        432
>R014905        534
>R014906        89
>R014907        456
>R014908        351
>R014909        403
>R014910        529
>R014911        498
>R014912        513
>R014913        391
>R014914        549
>R014915        446
>R014916        513
>R014917        506
>R014918        461
>R014919        436
>R014920        550
>R014921        546
>R014922        402
>R014923        489
>R014924        524
>R014925        344
>R014926        376
>R014927        413
>R014928        448
>R014929        475
>R014930        544
>R014931        516
>R014932        351
>R014933        428
>R014934        465
>R014935        495
>R014936        513
>R014937        530
>R014938        482
>R014939        373
>R014940        432
>R014941        540
>R014942        438
>R014943        461
>R014944        513
>R014945        493
>R014946        424
>R014947        377
>R014948        504
>R014949        379
>R014950        540
>R014951        461
>R014952        499
>R014953        418
>R014954        478
>R014955        551
>R014956        410
>R014957        419
>R014958        404
>R014959        517
>R014960        560
>R014961        429
>R014962        422
>R014963        393
>R014964        359
>R014965        397
>R014966        419
>R014967        476
>R014968        411
>R014969        454
>R014970        470
>R014971        428
>R014972        395
>R014973        479
>R014974        351
>R014975        445
>R014976        388
>R014977        392
>R014978        437
>R014979        412
>R014980        565
>R014981        323
>R014982        488
>R014983        444
>R014984        462
>R014985        456
>R014986        464
>R014987        476
>R014988        530
>R014989        504
>R014990        407
>R014991        560
>R014992        418
>R014993        552
>R014994        551
>R014995        417
>R014996        520
>R014997        474
>R014998        446
>R014999        444
>R015000        484
>R015001        513
>R015002        595
>R015003        514
>R015004        410
>R015005        338
>R015006        415
>R015007        753
>R015008        471
>R015009        484
>R015010        457
>R015011        491
>R015012        419
>R015013        459
>R015014        453
>R015015        470
>R015016        387
>R015017        476
>R015018        448
>R015019        454
>R015020        457
>R015021        369
>R015022        475
>R015023        559
>R015024        445
>R015025        399
>R015026        352
>R015027        501
>R015028        556
>R015029        439
>R015030        519
>R015031        491
>R015032        418
>R015033        355
>R015034        528
>R015035        389
>R015036        162
>R015037        531
>R015038        397
>R015039        463
>R015040        375
>R015041        434
>R015042        484
>R015043        448
>R015044        469
>R015045        423
>R015046        512
>R015047        459
>R015048        451
>R015049        89
>R015050        351
>R015051        554
>R015052        571
>R015053        347
>R015054        470
>R015055        431
>R015056        408
>R015057        486
>R015058        452
>R015059        377
>R015060        519
>R015061        502
>R015062        444
>R015063        511
>R015064        438
>R015065        355
>R015066        447
>R015067        422
>R015068        450
>R015069        437
>R015070        444
>R015071        483
>R015072        498
>R015073        481
>R015074        489
>R015075        467
>R015076        507
>R015077        483
>R015078        478
>R015079        496
>R015080        506
>R015081        425
>R015082        540
>R015083        494
>R015084        349
>R015085        540
>R015086        415
>R015087        496
>R015088        462
>R015089        449
>R015090        535
>R015091        456
>R015092        480
>R015093        362
>R015094        558
>R015095        465
>R015096        463
>R015097        509
>R015098        427
>R015099        466
>R015100        463
>R015101        417
>R015102        484
>R015103        213
>R015104        311
>R015105        520
>R015106        515
>R015107        425
>R015108        522
>R015109        465
>R015110        490
>R015111        355
>R015112        492
>R015113        415
>R015114        478
>R015115        491
>R015116        417
>R015117        483
>R015118        454
>R015119        496
>R015120        517
>R015121        417
>R015122        414
>R015123        459
>R015124        497
>R015125        410
>R015126        461
>R015127        457
>R015128        466
>R015129        509
>R015130        449
>R015131        461
>R015132        428
>R015133        441
>R015134        508
>R015136        441
>R015137        464
>R015138        547
>R015139        506
>R015140        493
>R015141        487
>R015142        433
>R015143        548
>R015144        487
>R015145        446
>R015147        400
>R015148        384
>R015149        488
>R015150        476
>R015151        394
>R015152        467
>R015153        499
>R015154        469
>R015155        420
>R015156        528
>R015157        477
>R015158        457
>R015159        504
>R015160        452
>R015161        344
>R015162        542
>R015163        431
>R015164        476
>R015165        462
>R015166        488
>R015167        282
>R015168        449
>R015169        513
>R015170        366
>R015171        462
>R015172        524
>R015173        380
>R015174        416
>R015175        466
>R015176        473
>R015177        556
>R015178        420
>R015179        431
>R015180        500
>R015181        453
>R015182        334
>R015183        483
>R015184        372
>R015185        425
>R015186        409
>R015187        402
>R015188        472
>R015189        496
>R015190        467
>R015191        381
>R015192        467
>R015193        415
>R015194        466
>R015195        371
>R015197        460
>R015198        384
>R015199        460
>R015200        446
>R015201        428
>R015202        330
>R015203        437
>R015204        445
>R015205        418
>R015206        430
>R015207        481
>R015208        463
>R015209        409
>R015210        479
>R015211        366
>R015212        459
>R015213        515
>R015214        567
>R015215        457
>R015216        384
>R015217        557
>R015218        499
>R015219        448
>R015220        495
>R015221        505
>R015222        477
>R015223        519
>R015224        481
>R015225        476
>R015226        491
>R015227        529
>R015228        378
>R015229        491
>R015230        493
>R015231        450
>R015232        567
>R015233        377
>R015234        89
>R015235        475
>R015236        441
>R015237        307
>R015238        385
>R015239        479
>R015240        471
>R015241        499
>R015242        461
>R015243        419
>R015244        467
>R015245        395
>R015246        426
>R015247        451
>R015248        423
>R015249        473
>R015250        480
>R015251        424
>R015252        499
>R015253        415
>R015254        450
>R015255        496
>R015256        512
>R015257        502
>R015258        522
>R015259        391
>R015260        485
>R015261        502
>R015262        391
>R015263        395
>R015264        398
>R015265        465
>R015266        418
>R015267        413
>R015268        489
>R015269        476
>R015270        323
>R015271        461
>R015272        446
>R015273        564
>R015274        479
>R015275        485
>R015276        451
>R015277        541
>R015278        511
>R015279        493
>R015280        414
>R015281        520
>R015282        491
>R015283        560
>R015284        409
>R015285        515
>R015286        311
>R015287        450
>R015288        358
>R015289        432
>R015290        491
>R015291        382
>R015292        474
>R015293        429
>R015294        380
>R015295        443
>R015296        554
>R015297        496
>R015298        451
>R015299        521
>R015300        488
>R015301        398
>R015302        406
>R015303        504
>R015304        411
>R015305        500
>R015306        416
>R015307        489
>R015308        305
>R015309        424
>R015310        423
>R015311        526
>R015312        468
>R015313        426
>R015314        485
>R015315        443
>R015316        287
>R015317        470
>R015318        543
>R015319        416
>R015320        334
>R015321        445
>R015322        446
>R015323        456
>R015324        462
>R015325        572
>R015326        484
>R015327        490
>R015328        445
>R015329        402
>R015330        395
>R015331        423
>R015332        429
>R015333        483
>R015334        449
>R015335        476
>R015336        568
>R015337        452
>R015338        559
>R015339        468
>R015340        527
>R015341        497
>R015342        442
>R015343        364
>R015344        435
>R015345        475
>R015346        500
>R015347        496
>R015348        410
>R015349        423
>R015350        455
>R015351        381
>R015352        502
>R015353        450
>R015354        420
>R015355        365
>R015356        497
>R015357        470
>R015358        414
>R015359        537
>R015360        405
>R015361        445
>R015362        285
>R015363        381
>R015364        490
>R015365        505
>R015366        514
>R015367        360
>R015368        462
>R015369        466
>R015370        445
>R015371        416
>R015372        400
>R015373        364
>R015374        482
>R015375        435
>R015376        412
>R015377        457
>R015378        362
>R015379        491
>R015380        456
>R015381        416
>R015382        472
>R015383        515
>R015384        476
>R015385        486
>R015386        453
>R015387        344
>R015388        565
>R015389        475
>R015390        448
>R015391        485
>R015392        341
>R015393        479
>R015394        534
>R015395        507
>R015396        471
>R015397        394
>R015398        456
>R015399        383
>R015400        363
>R015401        301
>R015402        516
>R015403        410
>R015404        515
>R015405        504
>R015406        525
>R015407        513
>R015408        459
>R015409        453
>R015410        500
>R015411        467
>R015412        401
>R015413        491
>R015414        437
>R015415        478
>R015416        370
>R015417        405
>R015418        439
>R015419        457
>R015420        521
>R015421        482
>R015422        521
>R015423        531
>R015424        430
>R015425        453
>R015426        385
>R015427        411
>R015428        435
>R015429        465
>R015430        435
>R015431        496
>R015432        475
>R015433        309
>R015434        481
>R015435        415
>R015436        435
>R015437        327
>R015438        494
>R015439        453
>R015440        547
>R015441        389
>R015442        543
>R015443        608
>R015444        545
>R015445        498
>R015446        491
>R015447        468
>R015448        502
>R015449        437
>R015450        448
>R015451        89
>R015452        482
>R015453        437
>R015454        476
>R015455        465
>R015457        446
>R015458        458
>R015459        513
>R015460        498
>R015461        449
>R015462        467
>R015463        445
>R015464        477
>R015465        425
>R015466        380
>R015467        539
>R015468        499
>R015469        519
>R015470        470
>R015471        482
>R015472        509
>R015473        316
>R015474        522
>R015475        464
>R015476        378
>R015477        506
>R015478        449
>R015479        469
>R015480        450
>R015481        484
>R015482        515
>R015483        445
>R015484        508
>R015486        393
>R015487        434
>R015488        385
>R015489        407
>R015490        326
>R015491        288
>R015492        586
>R015493        543
>R015494        430
>R015495        390
>R015496        450
>R015497        470
>R015498        507
>R015499        317
>R015500        426
>R015501        454
>R015502        297
>R015503        405
>R015504        502
>R015505        428
>R015506        555
>R015507        478
>R015508        436
>R015509        310
>R015510        420
>R015511        419
>R015512        435
>R015513        419
>R015514        443
>R015515        482
>R015516        500
>R015517        494
>R015518        89
>R015519        513
>R015520        487
>R015521        517
>R015522        482
>R015523        501
>R015524        427
>R015525        448
>R015526        452
>R015527        441
>R015528        550
>R015529        487
>R015530        465
>R015531        530
>R015532        447
>R015533        483
>R015534        493
>R015535        561
>R015536        453
>R015537        306
>R015538        511
>R015539        363
>R015540        488
>R015541        459
>R015542        549
>R015543        417
>R015544        528
>R015545        406
>R015546        274
>R015547        502
>R015548        445
>R015549        537
>R015550        513
>R015551        275
>R015552        587
>R015553        508
>R015554        497
>R015555        413
>R015556        472
>R015557        412
>R015558        499
>R015559        500
>R015560        521
>R015561        330
>R015562        493
>R015563        478
>R015564        462
>R015565        282
>R015566        457
>R015567        377
>R015568        430
>R015569        575
>R015570        561
>R015571        480
>R015572        385
>R015573        455
>R015574        509
>R015575        493
>R015576        487
>R015577        440
>R015578        379
>R015579        527
>R015580        408
>R015582        586
>R015583        566
>R015584        305
>R015585        451
>R015586        432
>R015587        483
>R015588        463
>R015589        414
>R015590        497
>R015591        564
>R015592        462
>R015593        459
>R015594        346
>R015595        525
>R015596        340
>R015597        394
>R015598        413
>R015599        313
>R015600        427
>R015601        524
>R015602        508
>R015603        410
>R015604        551
>R015605        498
>R015606        469
>R015607        470
>R015608        364
>R015609        549
>R015610        499
>R015611        547
>R015612        408
>R015613        428
>R015614        491
>R015615        383
>R015616        442
>R015617        331
>R015618        438
>R015619        526
>R015620        451
>R015621        455
>R015622        547
>R015623        337
>R015624        429
>R015625        489
>R015626        425
>R015627        591
>R015628        472
>R015629        416
>R015630        504
>R015631        360
>R015632        444
>R015633        431
>R015634        510
>R015635        476
>R015636        542
>R015637        385
>R015638        485
>R015639        506
>R015640        89
>R015641        417
>R015642        499
>R015644        487
>R015645        446
>R015646        437
>R015647        426
>R015648        352
>R015649        501
>R015650        476
>R015651        464
>R015652        487
>R015653        431
>R015654        364
>R015655        484
>R015656        467
>R015657        492
>R015659        499
>R015660        402
>R015661        488
>R015662        454
>R015663        505
>R015664        477
>R015665        481
>R015667        467
>R015668        477
>R015669        552
>R015670        472
>R015671        455
>R015672        485
>R015673        468
>R015674        419
>R015675        452
>R015676        462
>R015677        287
>R015678        425
>R015680        400
>R015681        435
>R015682        454
>R015683        503
>R015684        441
>R015685        447
>R015686        400
>R015687        412
>R015688        470
>R015689        405
>R015690        89
>R015691        477
>R015692        479
>R015693        430
>R015694        438
>R015695        241
>R015696        510
>R015697        458
>R015698        472
>R015699        493
>R015700        491
>R015701        431
>R015702        379
>R015703        455
>R015704        536
>R015705        469
>R015706        541
>R015707        419
>R015708        455
>R015709        492
>R015710        403
>R015711        536
>R015712        369
>R015713        452
>R015714        311
>R015715        296
>R015716        393
>R015717        455
>R015718        336
>R015719        449
>R015720        403
>R015721        303
>R015722        467
>R015723        466
>R015724        539
>R015725        442
>R015726        425
>R015727        482
>R015728        447
>R015729        512
>R015730        386
>R015731        488
>R015732        420
>R015733        444
>R015734        396
>R015735        450
>R015736        489
>R015737        452
>R015738        491
>R015739        366
>R015740        505
>R015741        422
>R015742        453
>R015743        462
>R015744        381
>R015745        556
>R015746        464
>R015747        443
>R015748        453
>R015749        391
>R015750        459
>R015751        322
>R015752        560
>R015753        387
>R015754        416
>R015755        299
>R015756        426
>R015757        460
>R015758        446
>R015759        513
>R015760        442
>R015761        462
>R015763        447
>R015764        429
>R015765        432
>R015766        457
>R015767        481
>R015768        435
>R015769        379
>R015770        417
>R015771        547
>R015772        487
>R015773        512
>R015774        515
>R015775        483
>R015776        464
>R015777        466
>R015778        290
>R015779        370
>R015780        466
>R015781        523
>R015782        472
>R015783        484
>R015784        430
>R015785        465
>R015786        442
>R015787        502
>R015788        469
>R015789        410
>R015790        406
>R015791        412
>R015792        440
>R015793        496
>R015794        331
>R015795        505
>R015796        431
>R015797        527
>R015798        494
>R015799        528
>R015800        462
>R015801        534
>R015802        329
>R015803        470
>R015804        476
>R015805        487
>R015806        336
>R015807        513
>R015808        437
>R015809        438
>R015810        418
>R015811        440
>R015812        484
>R015813        535
>R015814        467
>R015815        564
>R015816        512
>R015817        447
